event.id,timestamp,location.long,location.lat,behavioural.classification,ground.speed,heading,height.raw,manually.marked.outlier,http...vocabulary.movebank.org.extended.raptor.workshop.attributes.behaviour,http...vocabulary.movebank.org.extended.raptor.workshop.attributes.deployment.special.event,http...vocabulary.movebank.org.extended.raptor.workshop.attributes.migration.state,visible,sensor.type,individual.taxon.canonical.name,tag.local.identifier,individual.local.identifier,study.name,utm.easting,utm.northing,utm.zone,study.timezone,study.local.timestamp,ncep.noaa.gov.reanalysis.2.6hr.flx.u.component_of_wind_height_above_ground,ncep.noaa.gov.reanalysis.2.6hr.flx.v.component_of_wind_height_above_ground,ncep.noaa.gov.reanalysis.2.6hr.flx.Temperature_height_above_ground,ncep.noaa.gov.reanalysis.2.6hr.flx.Specific_humidity_height_above_ground,modis.land.MOD13A2.005.1.km.16.days.NDVI,ecmwf2.interim_daily.sfc.10.metre.U.wind.component,ecmwf2.interim_daily.sfc.10.metre.V.wind.component,ecmwf2.interim_daily.sfc.2.metre.temperature,ecmwf2.interim_daily.sfc.Thermal.uplift,validdata,timestamp2,computedSpeed,stepLength,timeInterval,TRMM_3B42.007.IRprecipitation
18448886,00:39.0,-97.7442,35.9518,NA,0,336,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,613253.9,3979331.1,14N,Pacific Standard Time,00:39.0,-4.84E-01,6.92E-02,282.5711,0.00628455,0.530024827,4.70E-01,2.36E+00,283.833,0.00E+00,TRUE,10/17/2009 6:00,3.71E-03,1.11E-02,3.00E+00,0.00E+00
18448887,00:39.0,-97.7442,35.9517,NA,0,2,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,613254.1,3979320,14N,Pacific Standard Time,00:39.0,2.29E-01,-1.41E+00,282.4946,0.006280046,0.529496488,6.79E-01,-2.57E-02,282.6556,0.00E+00,TRUE,10/17/2009 9:00,3.71E-03,1.11E-02,3.00E+00,1.19E+00
18448888,00:39.0,-97.7442,35.9518,NA,0,0,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,613253.9,3979331.1,14N,Pacific Standard Time,00:39.0,9.33E-01,-2.89E+00,282.4283,0.006275152,0.529592564,8.84E-01,-2.41E+00,281.4934,3.39E-03,TRUE,10/17/2009 12:00,3.71E-03,1.11E-02,3.00E+00,0.00E+00
18448889,00:22.0,-97.7327,35.8595,NA,27,200,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,614423.9,3969106.5,14N,Pacific Standard Time,00:22.0,-7.78E-01,-3.96E+00,285.1954,0.00619938,0.467816034,-3.09E-01,-3.47E+00,284.6255,9.40E-01,TRUE,10/17/2009 15:00,3.44E+00,1.03E+01,3.00E+00,0.00E+00
18448890,00:39.0,-98.1393,34.9368,NA,38,188,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,578601.7,3866372.6,14N,Pacific Standard Time,00:39.0,-1.58E+00,-4.17E+00,290.171,0.006986962,0.547330576,-1.60E+00,-4.55E+00,289.53,1.85E+00,TRUE,10/17/2009 18:00,3.63E+01,1.09E+02,3.00E+00,0.00E+00
18448891,00:31.0,-98.1991,33.5877,NA,24,142,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,574317.7,3716729.9,14N,Pacific Standard Time,00:31.0,-2.50E+00,-2.23E+00,290.6538,0.007053192,0.601501862,-7.48E-01,-2.64E+00,292.1173,9.32E-01,TRUE,10/17/2009 21:00,5.01E+01,1.50E+02,3.00E+00,0.00E+00
18448892,00:39.0,-98.1377,32.8586,NA,0,344,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,580682,3635940.9,14N,Pacific Standard Time,00:39.0,-3.24E+00,-1.42E+00,291.5416,0.006948664,0.639679698,-2.15E+00,-1.89E+00,293.0871,0.00E+00,TRUE,10/18/2009 0:00,2.71E+01,8.13E+01,3.00E+00,0.00E+00
18448893,00:39.0,-98.1353,32.8641,NA,0,348,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,580901.6,3636552.5,14N,Pacific Standard Time,00:39.0,-3.15E+00,-8.34E-02,288.2952,0.006942006,0.652404072,-2.61E+00,-6.12E-01,289.1878,0.00E+00,TRUE,10/18/2009 3:00,2.17E-01,6.51E-01,3.00E+00,1.80E-01
18448894,00:39.0,-98.1354,32.8641,NA,0,40,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,580892.2,3636552.4,14N,Pacific Standard Time,00:39.0,-3.04E+00,1.25E+00,285.0573,0.006934022,0.651940172,-3.07E+00,6.66E-01,285.3005,0.00E+00,TRUE,10/18/2009 6:00,3.11E-03,9.34E-03,3.00E+00,0.00E+00
18447713,00:39.0,-98.1353,32.864,NA,0,352,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,580901.6,3636541.4,14N,Pacific Standard Time,00:39.0,-2.50E+00,1.43E+00,283.0766,0.006576669,0.650798082,-2.59E+00,1.58E+00,283.8202,0.00E+00,TRUE,10/18/2009 9:00,4.84E-03,1.45E-02,3.00E+00,0.00E+00
18448895,00:39.0,-98.1354,32.8641,NA,0,6,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,580892.2,3636552.4,14N,Pacific Standard Time,00:39.0,-1.95E+00,1.62E+00,281.1185,0.006221822,0.650515771,-2.11E+00,2.49E+00,282.3655,3.23E-03,TRUE,10/18/2009 12:00,4.84E-03,1.45E-02,3.00E+00,0.00E+00
18448896,00:22.0,-98.1364,32.8597,NA,0,332,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,580802.6,3636063.9,14N,Pacific Standard Time,00:22.0,-1.91E+00,3.66E+00,285.3863,0.006556992,0.636271957,-9.25E-01,3.64E+00,287.9645,8.96E-01,TRUE,10/18/2009 15:00,1.66E-01,4.98E-01,3.00E+00,0.00E+00
18448897,00:39.0,-98.1968,32.6243,NA,16,218,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,575349,3609922.8,14N,Pacific Standard Time,00:39.0,-1.88E+00,5.55E+00,289.836,0.006936297,0.640257348,3.52E-01,4.78E+00,293.7171,1.80E+00,TRUE,10/18/2009 18:00,8.91E+00,2.68E+01,3.00E+00,0.00E+00
18448898,00:27.0,-97.9721,32.3778,NA,16,242,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,596692.7,3582777.7,14N,Pacific Standard Time,00:27.0,-1.82E+00,6.59E+00,291.4863,0.006872463,0.590408493,-6.83E-01,4.65E+00,293.6798,9.02E-01,TRUE,10/18/2009 21:00,1.15E+01,3.46E+01,3.00E+00,0.00E+00
18448899,00:39.0,-97.9225,32.2862,NA,0,348,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,601460.8,3572669.2,14N,Pacific Standard Time,00:39.0,-1.70E+00,7.79E+00,293.0343,0.006767221,0.65941068,-1.67E+00,4.72E+00,293.7376,0.00E+00,TRUE,10/19/2009 0:00,3.73E+00,1.12E+01,3.00E+00,0.00E+00
18448900,00:25.0,-97.9226,32.2864,NA,0,354,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,601451.2,3572691.2,14N,Pacific Standard Time,00:25.0,-1.66E+00,7.95E+00,290.5664,0.006929313,0.659098059,-5.57E-01,5.70E+00,291.3352,0.00E+00,TRUE,10/19/2009 3:00,8.06E-03,2.41E-02,3.00E+00,0.00E+00
18448901,01:01.0,-97.9225,32.2863,NA,0,20,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,601460.7,3572680.2,14N,Pacific Standard Time,01:01.0,-1.63E+00,8.10E+00,288.0943,0.007092019,0.658598411,5.54E-01,6.67E+00,288.9289,0.00E+00,TRUE,10/19/2009 6:01,4.84E-03,1.46E-02,3.01E+00,0.00E+00
18448902,00:29.0,-97.9226,32.2863,NA,0,34,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,601451.3,3572680.1,14N,Pacific Standard Time,00:29.0,-1.21E+00,7.54E+00,286.9282,0.007227522,0.658277183,7.46E-01,6.56E+00,287.82,0.00E+00,TRUE,10/19/2009 9:00,3.14E-03,9.40E-03,2.99E+00,0.00E+00
18448903,00:39.0,-97.9225,32.1839,NA,0,6,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,601574.6,3561328.7,14N,Pacific Standard Time,00:39.0,-8.17E-01,6.83E+00,285.7252,0.007384819,0.636862943,9.23E-01,6.39E+00,286.6941,3.32E-03,TRUE,10/19/2009 12:00,3.79E+00,1.14E+01,3.00E+00,0.00E+00
18448904,00:24.0,-97.9551,32.2751,NA,19,306,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,598402.9,3571408.3,14N,Pacific Standard Time,00:24.0,-1.08E+00,8.14E+00,289.2728,0.008142969,0.652525501,1.29E+00,6.82E+00,291.5863,9.18E-01,TRUE,10/19/2009 15:00,3.54E+00,1.06E+01,3.00E+00,0.00E+00
18448905,00:52.0,-98.0576,32.0825,NA,19,100,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,588936.7,3549968.8,14N,Pacific Standard Time,00:52.0,-1.45E+00,9.12E+00,292.8117,0.008963465,0.63100067,1.66E+00,7.13E+00,296.44,1.85E+00,TRUE,10/19/2009 18:00,7.81E+00,2.35E+01,3.01E+00,0.00E+00
18448906,00:39.0,-98.0418,31.9242,NA,0,28,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,590583.4,3532434.4,14N,Pacific Standard Time,00:39.0,-1.84E+00,9.47E+00,294.309,0.00941585,0.613973097,2.80E-01,6.58E+00,296.2735,9.27E-01,TRUE,10/19/2009 21:00,5.90E+00,1.77E+01,3.00E+00,0.00E+00
18448907,00:39.0,-97.9898,31.9584,NA,0,10,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,595464,3536270.1,14N,Pacific Standard Time,00:39.0,-2.15E+00,1.00E+01,295.7773,0.00983674,0.664611546,-1.07E+00,6.13E+00,296.1291,0.00E+00,TRUE,10/20/2009 0:00,2.07E+00,6.21E+00,3.00E+00,0.00E+00
18448908,00:39.0,-97.9898,31.9584,NA,0,358,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,595464,3536270.1,14N,Pacific Standard Time,00:39.0,-2.24E+00,9.46E+00,293.4619,0.00967811,0.664626386,-6.02E-01,6.97E+00,293.6191,0.00E+00,TRUE,10/20/2009 3:00,0.00E+00,0.00E+00,3.00E+00,0.00E+00
18448909,00:39.0,-97.9897,31.9584,NA,0,344,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,595473.5,3536270.2,14N,Pacific Standard Time,00:39.0,-2.33E+00,8.90E+00,291.151,0.009519845,0.664522736,-1.35E-01,7.81E+00,291.1137,0.00E+00,TRUE,10/20/2009 6:00,3.14E-03,9.43E-03,3.00E+00,0.00E+00
18448910,00:39.0,-97.9898,31.9584,NA,0,330,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,595464,3536270.1,14N,Pacific Standard Time,00:39.0,-2.17E+00,8.06E+00,290.101,0.009465927,0.664656066,-1.85E-01,7.19E+00,289.8668,0.00E+00,TRUE,10/20/2009 9:00,3.14E-03,9.43E-03,3.00E+00,0.00E+00
18448911,00:21.0,-97.9658,31.9317,NA,6,198,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,597760.4,3533331.9,14N,Pacific Standard Time,00:21.0,-2.95E+00,7.84E+00,292.0925,0.009958878,0.646626975,-1.15E-01,7.20E+00,293.4669,9.88E-01,TRUE,10/20/2009 15:00,6.23E-01,3.73E+00,6.00E+00,0.00E+00
18448912,00:39.0,-98.117,31.7017,NA,10,160,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,583674.5,3507711,14N,Pacific Standard Time,00:39.0,-3.93E+00,8.42E+00,295.2105,0.010515444,0.510074432,-1.29E-02,7.85E+00,298.3083,1.99E+00,TRUE,10/20/2009 18:00,9.75E+00,2.93E+01,3.01E+00,0.00E+00
18448913,00:39.0,-98.1159,31.6849,NA,31,56,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,583793.8,3505849.7,14N,Pacific Standard Time,00:39.0,-4.53E+00,8.46E+00,296.229,0.010386799,0.590410102,-1.20E+00,6.86E+00,297.5231,9.91E-01,TRUE,10/20/2009 21:00,6.24E-01,1.87E+00,3.00E+00,0.00E+00
18448914,00:39.0,-98.1075,31.7012,NA,0,348,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584575.2,3507662.9,14N,Pacific Standard Time,00:39.0,-5.13E+00,8.53E+00,297.2314,0.010259083,0.57272994,-2.38E+00,5.88E+00,296.7344,0.00E+00,TRUE,10/21/2009 0:00,6.60E-01,1.98E+00,3.00E+00,0.00E+00
18448915,00:23.0,-98.1075,31.7012,NA,0,0,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584575.2,3507662.9,14N,Pacific Standard Time,00:23.0,-5.78E+00,7.63E+00,295.766,0.010209802,0.572238212,-2.65E+00,6.65E+00,295.401,0.00E+00,TRUE,10/21/2009 3:00,0.00E+00,0.00E+00,3.00E+00,0.00E+00
18448916,00:41.0,-98.1075,31.7013,NA,0,336,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584575.1,3507674,14N,Pacific Standard Time,00:41.0,-6.43E+00,6.73E+00,294.2985,0.010163081,0.571899703,-2.91E+00,7.41E+00,294.0648,0.00E+00,TRUE,10/21/2009 6:00,3.70E-03,1.11E-02,3.01E+00,0.00E+00
18448917,01:06.0,-98.1076,31.7011,NA,0,358,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584565.8,3507651.8,14N,Pacific Standard Time,01:06.0,-6.87E+00,6.99E+00,293.5016,0.010834668,0.570777544,-2.45E+00,6.90E+00,293.1142,0.00E+00,TRUE,10/21/2009 9:01,8.04E-03,2.42E-02,3.01E+00,0.00E+00
18448918,00:39.0,-98.1075,31.7012,NA,0,2,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584575.2,3507662.9,14N,Pacific Standard Time,00:39.0,-7.30E+00,7.26E+00,292.7113,0.011504693,0.57076011,-2.00E+00,6.39E+00,292.1731,0.00E+00,TRUE,10/21/2009 12:00,4.88E-03,1.46E-02,2.99E+00,0.00E+00
18448919,00:26.0,-98.1033,31.7094,NA,0,334,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584965.7,3508575.1,14N,Pacific Standard Time,00:26.0,-6.72E+00,7.67E+00,292.6821,0.012646404,0.604091695,-1.91E+00,7.15E+00,292.585,0.00E+00,TRUE,10/21/2009 15:00,3.32E-01,9.95E-01,3.00E+00,0.00E+00
18448920,00:39.0,-98.1034,31.7065,NA,0,4,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,584958.9,3508253.6,14N,Pacific Standard Time,00:39.0,-6.14E+00,8.09E+00,292.6573,0.013792869,0.610879484,-1.82E+00,7.92E+00,292.9968,0.00E+00,TRUE,10/21/2009 18:00,1.07E-01,3.23E-01,3.00E+00,0.00E+00
18448921,00:26.0,-98.1334,31.6971,NA,0,64,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,582124.4,3507188.7,14N,Pacific Standard Time,00:26.0,-4.79E+00,7.10E+00,293.1528,0.014512905,0.534306779,-9.94E-01,6.27E+00,292.6893,0.00E+00,TRUE,10/21/2009 21:00,1.01E+00,3.02E+00,3.00E+00,0.00E+00
18448922,00:39.0,-98.1317,31.7024,NA,0,352,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,582280.8,3507777.4,14N,Pacific Standard Time,00:39.0,-3.46E+00,6.10E+00,293.661,0.015226805,0.553561311,-1.98E-01,4.59E+00,292.3924,0.00E+00,TRUE,10/22/2009 0:00,2.03E-01,6.11E-01,3.00E+00,0.00E+00
18448923,00:36.0,-98.1317,31.7024,NA,0,26,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,582280.8,3507777.4,14N,Pacific Standard Time,00:36.0,-1.92E+00,4.42E+00,293.5484,0.01520499,0.553192728,1.42E+00,1.76E+00,291.4598,0.00E+00,TRUE,10/22/2009 3:00,0.00E+00,0.00E+00,3.00E+00,0.00E+00
18448924,00:57.0,-98.1317,31.7025,NA,0,28,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,582280.7,3507788.5,14N,Pacific Standard Time,00:57.0,-3.70E-01,2.74E+00,293.4308,0.015178142,0.553424173,3.03E+00,-1.08E+00,290.5196,0.00E+00,TRUE,10/22/2009 6:00,3.70E-03,1.11E-02,3.01E+00,0.00E+00
18448925,00:57.0,-98.1317,31.7024,NA,0,106,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,582280.8,3507777.4,14N,Pacific Standard Time,00:57.0,1.39E+00,-1.21E+00,292.453,0.014221211,0.552454641,3.21E+00,-2.84E+00,288.5423,0.00E+00,TRUE,10/22/2009 9:00,3.71E-03,1.11E-02,3.00E+00,0.00E+00
18448926,00:39.0,-98.1317,31.7025,NA,0,358,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,582280.7,3507788.5,14N,Pacific Standard Time,00:39.0,3.15E+00,-5.14E+00,291.4726,0.013262354,0.552697202,3.40E+00,-4.59E+00,286.5788,3.17E-03,TRUE,10/22/2009 12:00,3.71E-03,1.11E-02,3.00E+00,0.00E+00
18448927,00:22.0,-98.0583,31.5695,NA,17,72,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,589363.5,3493104.1,14N,Pacific Standard Time,00:22.0,5.71E+00,-6.61E+00,289.6787,0.011602979,0.551866163,4.50E+00,-4.42E+00,287.7945,8.74E-01,TRUE,10/22/2009 15:00,5.46E+00,1.63E+01,3.00E+00,0.00E+00
18448928,00:42.0,-97.7264,30.801,NA,8,326,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,621842.1,3408241.6,14N,Pacific Standard Time,00:42.0,7.75E+00,-7.89E+00,289.9488,0.011387353,0.650279824,4.64E+00,-4.18E+00,290.7839,1.70E+00,TRUE,10/22/2009 18:00,3.03E+01,9.11E+01,3.01E+00,0.00E+00
18448929,00:39.0,-97.6073,29.729,NA,33,208,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,634692.9,3289568.9,14N,Pacific Standard Time,00:39.0,6.60E+00,-5.94E+00,290.2913,0.010532341,0.645763837,2.46E+00,-3.72E+00,293.2423,8.55E-01,TRUE,10/22/2009 21:00,3.99E+01,1.20E+02,3.00E+00,0.00E+00
18448930,00:39.0,-97.6522,29.178,NA,0,312,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,631056.5,3228458.3,14N,Pacific Standard Time,00:39.0,4.77E+00,-6.05E+00,289.7304,0.008568697,0.596127578,1.33E+00,-2.46E+00,293.7659,0.00E+00,TRUE,10/23/2009 0:00,2.05E+01,6.14E+01,3.00E+00,4.00E-02
18448931,00:57.0,-97.6488,29.1763,NA,0,350,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,631389.3,3228273.8,14N,Pacific Standard Time,00:57.0,2.76E+00,-4.02E+00,287.0858,0.007825893,0.599690154,4.93E-01,-2.95E+00,290.6644,0.00E+00,TRUE,10/23/2009 3:00,1.27E-01,3.80E-01,3.01E+00,8.00E-01
18448932,00:39.0,-97.6488,29.1764,NA,0,8,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,631389.2,3228284.8,14N,Pacific Standard Time,00:39.0,7.72E-01,-2.00E+00,284.4517,0.007085194,0.598945992,-3.35E-01,-3.44E+00,287.5737,0.00E+00,TRUE,10/23/2009 6:00,3.71E-03,1.11E-02,3.00E+00,0.00E+00
18448933,00:39.0,-97.6488,29.1763,NA,0,354,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,631389.3,3228273.8,14N,Pacific Standard Time,00:39.0,6.41E-01,-1.48E+00,282.7019,0.006550474,0.599049447,-7.39E-02,-2.84E+00,285.6663,0.00E+00,TRUE,10/23/2009 9:00,3.71E-03,1.11E-02,3.00E+00,0.00E+00
18448934,00:39.0,-97.6232,29.0963,NA,29,198,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,633982.6,3219437.8,14N,Pacific Standard Time,00:39.0,7.45E-01,-1.89E+00,285.0042,0.006490734,0.611834574,4.86E-01,-2.86E+00,288.8591,8.56E-01,TRUE,10/23/2009 15:00,1.54E+00,9.24E+00,6.00E+00,0.00E+00
18448935,00:39.0,-97.9555,27.9874,NA,24,222,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,602713,3096246,14N,Pacific Standard Time,00:39.0,2.39E-01,-3.23E+00,290.5375,0.007592664,0.420388002,-1.07E+00,-3.48E+00,295.385,1.59E+00,TRUE,10/23/2009 18:00,4.25E+01,1.28E+02,3.00E+00,0.00E+00
18448936,00:25.0,-98.3971,26.8957,NA,2,354,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,559872.6,2975025.6,14N,Pacific Standard Time,00:25.0,-2.40E+00,-3.24E+00,292.6157,0.008748907,0.564575428,-2.53E+00,-2.19E+00,296.5242,8.83E-01,TRUE,10/23/2009 21:00,4.30E+01,1.29E+02,3.00E+00,1.14E+00
18448937,00:39.0,-98.5003,26.2557,NA,0,22,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,549900.4,2904097.8,14N,Pacific Standard Time,00:39.0,-4.15E+00,-3.12E+00,293.3449,0.008690632,0.465727663,-2.70E+00,-1.40E+00,296.3232,1.43E-01,TRUE,10/24/2009 0:00,2.39E+01,7.19E+01,3.00E+00,4.00E-02
18448938,00:39.0,-98.4996,26.2572,NA,0,22,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,549969.7,2904264.2,14N,Pacific Standard Time,00:39.0,-2.85E+00,-2.28E+00,291.895,0.009026554,0.461256151,-2.51E+00,-1.18E+00,294.4479,1.38E-01,TRUE,10/24/2009 3:00,6.03E-02,1.81E-01,3.00E+00,3.10E-01
18448939,01:05.0,-98.4996,26.2572,NA,0,10,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,549969.7,2904264.2,14N,Pacific Standard Time,01:05.0,-1.56E+00,-1.44E+00,290.4485,0.009363471,0.461189127,-2.32E+00,-9.55E-01,292.574,1.32E-01,TRUE,10/24/2009 6:01,0.00E+00,0.00E+00,3.01E+00,3.00E-02
18448940,00:39.0,-98.4995,26.2572,NA,0,14,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,549979.7,2904264.2,14N,Pacific Standard Time,00:39.0,-1.53E+00,-9.59E-01,290.0877,0.009603066,0.461152678,-2.22E+00,-4.43E-01,291.6014,1.77E-01,TRUE,10/24/2009 9:00,3.33E-03,9.97E-03,2.99E+00,5.00E-02
18448941,00:39.0,-98.4996,26.2573,NA,0,20,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,549969.7,2904275.2,14N,Pacific Standard Time,00:39.0,-1.51E+00,-4.75E-01,289.7374,0.009843126,0.460861344,-2.11E+00,7.07E-02,290.6404,2.24E-01,TRUE,10/24/2009 12:00,4.98E-03,1.49E-02,3.00E+00,0.00E+00
18448942,00:37.0,-98.4975,26.2593,NA,0,306,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,550178.5,2904497.5,14N,Pacific Standard Time,00:37.0,-2.46E+00,2.78E-01,292.5612,0.010064185,0.457980608,-1.98E+00,8.50E-01,293.5504,8.93E-01,TRUE,10/24/2009 15:00,1.02E-01,3.05E-01,3.00E+00,0.00E+00
18448943,00:22.0,-98.4302,25.6889,NA,23,224,  NA,,NA,NA,FallMigration,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,557174.2,2841355.5,14N,Pacific Standard Time,00:22.0,-5.93E+00,2.01E-01,295.4447,0.012215676,0.370475386,-2.20E+00,2.16E+00,296.3581,8.24E-01,TRUE,10/24/2009 21:00,1.06E+01,6.38E+01,6.00E+00,0.00E+00
